doc_date,industry_desc,trade_suppliers_ind,active_vendor,total
2018-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,237340.43
2018-08-01,LOCAL SUPPLIERS,TRADE VENDOR,0,212723.61000000002
2018-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1779024.89
2018-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,370223.5
2018-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1022754.92
2018-09-01,LOCAL SUPPLIERS,OTHER VENDOR,0,42666.48
2018-09-01,LOCAL SUPPLIERS,OTHER VENDOR,1,232342.96
2018-09-01,LOCAL SUPPLIERS,TRADE VENDOR,0,170174.21
2018-09-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1794867.18
2018-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,317602.84
2018-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1154796.12
2018-10-01,LOCAL SUPPLIERS,OTHER VENDOR,0,21797.65
2018-10-01,LOCAL SUPPLIERS,OTHER VENDOR,1,247307.17
2018-10-01,LOCAL SUPPLIERS,TRADE VENDOR,0,276915.01
2018-10-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1532732.73
2018-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,232443.36
2018-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,780425.53
2018-11-01,LOCAL SUPPLIERS,OTHER VENDOR,0,16459.21
2018-11-01,LOCAL SUPPLIERS,OTHER VENDOR,1,256264.65
2018-11-01,LOCAL SUPPLIERS,TRADE VENDOR,0,233431.59
2018-11-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1383211.27
2018-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,484483.63
2018-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,403809.70999999996
2018-12-01,LOCAL SUPPLIERS,OTHER VENDOR,0,5767.85
2018-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,220168.1
2018-12-01,LOCAL SUPPLIERS,TRADE VENDOR,0,162653.43
2018-12-01,LOCAL SUPPLIERS,TRADE VENDOR,1,937109.09
2018-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,103210.03
2018-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,294647.89
2019-01-01,LOCAL SUPPLIERS,OTHER VENDOR,0,16890.77
2019-01-01,LOCAL SUPPLIERS,OTHER VENDOR,1,250014.68
2019-01-01,LOCAL SUPPLIERS,TRADE VENDOR,0,352089.74
2019-01-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1488732.02
2019-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,659260.1900000001
2019-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,568296.41
2019-02-01,LOCAL SUPPLIERS,OTHER VENDOR,0,2485.6000000000004
2019-02-01,LOCAL SUPPLIERS,OTHER VENDOR,1,191523.26
2019-02-01,LOCAL SUPPLIERS,TRADE VENDOR,0,58940.66
2019-02-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1019764.47
2019-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,13227.54
2019-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,75793.73999999999
2019-03-01,LOCAL SUPPLIERS,OTHER VENDOR,0,16481.75
2019-03-01,LOCAL SUPPLIERS,OTHER VENDOR,1,222678.99
2019-03-01,LOCAL SUPPLIERS,TRADE VENDOR,0,110607.38
2019-03-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1586864.58
2019-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,22710.18
2019-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,584554.78
2019-04-01,LOCAL SUPPLIERS,OTHER VENDOR,0,12396.8
2019-04-01,LOCAL SUPPLIERS,OTHER VENDOR,1,199669.55000000002
2019-04-01,LOCAL SUPPLIERS,TRADE VENDOR,0,145257.11000000002
2019-04-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1274971.79
2019-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,394490.2
2019-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,61135.78
2019-05-01,LOCAL SUPPLIERS,OTHER VENDOR,0,42884.74
2019-05-01,LOCAL SUPPLIERS,OTHER VENDOR,1,288443.82
2019-05-01,LOCAL SUPPLIERS,TRADE VENDOR,0,62544.79
2019-05-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1665031.54
2019-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,189460.85
2019-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,667746.03
2019-06-01,LOCAL SUPPLIERS,OTHER VENDOR,0,23192.94
2019-06-01,LOCAL SUPPLIERS,OTHER VENDOR,1,259537.16999999998
2019-06-01,LOCAL SUPPLIERS,TRADE VENDOR,0,184860.2
2019-06-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1214569.31
2019-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,342391.1
2019-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1899685.8699999999
2019-07-01,LOCAL SUPPLIERS,OTHER VENDOR,0,11899.28
2019-07-01,LOCAL SUPPLIERS,OTHER VENDOR,1,242234.41
2019-07-01,LOCAL SUPPLIERS,TRADE VENDOR,0,162316.85
2019-07-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1652609.61
2019-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,106635.01000000001
2019-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,242268.55000000002
2019-08-01,LOCAL SUPPLIERS,OTHER VENDOR,0,34467.85
2019-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,258824.17
2019-08-01,LOCAL SUPPLIERS,TRADE VENDOR,0,158352.96000000002
2019-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1558302.93
2019-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,179975.38
2019-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,802672.79
2019-09-01,LOCAL SUPPLIERS,OTHER VENDOR,0,36459.97
2019-09-01,LOCAL SUPPLIERS,OTHER VENDOR,1,364427.6
2019-09-01,LOCAL SUPPLIERS,TRADE VENDOR,0,192385.11
2019-09-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1065685.32
2019-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,53899.35
2019-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,419969.16000000003
2019-10-01,LOCAL SUPPLIERS,OTHER VENDOR,0,15405.75
2019-10-01,LOCAL SUPPLIERS,OTHER VENDOR,1,259100.88999999998
2019-10-01,LOCAL SUPPLIERS,TRADE VENDOR,0,82793.88
2019-10-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1690277.52
2019-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,336000.88
2019-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,160940.94
2019-11-01,LOCAL SUPPLIERS,OTHER VENDOR,0,21759.08
2019-11-01,LOCAL SUPPLIERS,OTHER VENDOR,1,292970.55
2019-11-01,LOCAL SUPPLIERS,TRADE VENDOR,0,166906.24
2019-11-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1925717.98
2019-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,233029.17
2019-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,155388.8
2019-12-01,LOCAL SUPPLIERS,OTHER VENDOR,0,184713.43
2019-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,363898.46
2019-12-01,LOCAL SUPPLIERS,TRADE VENDOR,0,124506.89
2019-12-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1238927.75
2019-12-01,OVERSEAS SUPPLIERS,OTHER VENDOR,0,59117.07
2019-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,210190.47
2019-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,658749.86
2020-01-01,LOCAL SUPPLIERS,OTHER VENDOR,0,4769.07
2020-01-01,LOCAL SUPPLIERS,OTHER VENDOR,1,208769.16
2020-01-01,LOCAL SUPPLIERS,TRADE VENDOR,0,46037.15
2020-01-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1559161.0
2020-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,128636.11
2020-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,502447.27999999997
2020-02-01,LOCAL SUPPLIERS,OTHER VENDOR,0,5576.719999999999
2020-02-01,LOCAL SUPPLIERS,OTHER VENDOR,1,154888.42
2020-02-01,LOCAL SUPPLIERS,TRADE VENDOR,0,37739.22
2020-02-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1108642.35
2020-02-01,OVERSEAS SUPPLIERS,OTHER VENDOR,0,57839.94
2020-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,235261.30000000002
2020-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,111123.09
2020-03-01,LOCAL SUPPLIERS,OTHER VENDOR,0,30274.82
2020-03-01,LOCAL SUPPLIERS,OTHER VENDOR,1,212228.76
2020-03-01,LOCAL SUPPLIERS,TRADE VENDOR,0,46844.74
2020-03-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1687332.25
2020-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,75443.1
2020-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,440950.9
2020-04-01,LOCAL SUPPLIERS,OTHER VENDOR,0,2749.71
2020-04-01,LOCAL SUPPLIERS,OTHER VENDOR,1,190704.44
2020-04-01,LOCAL SUPPLIERS,TRADE VENDOR,0,27237.0
2020-04-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1659945.31
2020-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,321699.23
2020-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,351952.92000000004
2020-05-01,LOCAL SUPPLIERS,OTHER VENDOR,0,12086.82
2020-05-01,LOCAL SUPPLIERS,OTHER VENDOR,1,249978.63
2020-05-01,LOCAL SUPPLIERS,TRADE VENDOR,0,63098.74
2020-05-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1200410.1
2020-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,179772.23
2020-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,585754.25
2020-06-01,LOCAL SUPPLIERS,OTHER VENDOR,0,5858.3099999999995
2020-06-01,LOCAL SUPPLIERS,OTHER VENDOR,1,539471.17
2020-06-01,LOCAL SUPPLIERS,TRADE VENDOR,0,31983.88
2020-06-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1138584.6300000001
2020-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,324428.62
2020-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,658265.74
2020-07-01,LOCAL SUPPLIERS,OTHER VENDOR,0,2136.24
2020-07-01,LOCAL SUPPLIERS,OTHER VENDOR,1,249517.83
2020-07-01,LOCAL SUPPLIERS,TRADE VENDOR,0,15503.25
2020-07-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1244440.56
2020-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,45710.0
2020-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,869383.44
2020-08-01,LOCAL SUPPLIERS,OTHER VENDOR,0,183738.92
2020-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,634489.82
2020-08-01,LOCAL SUPPLIERS,TRADE VENDOR,0,976.9
2020-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1334718.52
2020-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,388152.45999999996
2020-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,508485.82
2020-09-01,LOCAL SUPPLIERS,OTHER VENDOR,0,4332.09
2020-09-01,LOCAL SUPPLIERS,OTHER VENDOR,1,347354.39
2020-09-01,LOCAL SUPPLIERS,TRADE VENDOR,0,24515.170000000002
2020-09-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1420564.17
2020-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,18494.47
2020-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,696933.27
2020-10-01,LOCAL SUPPLIERS,OTHER VENDOR,0,7787.4
2020-10-01,LOCAL SUPPLIERS,OTHER VENDOR,1,303997.66
2020-10-01,LOCAL SUPPLIERS,TRADE VENDOR,0,64301.22
2020-10-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1687411.3
2020-10-01,OVERSEAS SUPPLIERS,OTHER VENDOR,0,114300.0
2020-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,60552.74
2020-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,406843.53
2020-11-01,LOCAL SUPPLIERS,OTHER VENDOR,0,20188.89
2020-11-01,LOCAL SUPPLIERS,OTHER VENDOR,1,303098.8
2020-11-01,LOCAL SUPPLIERS,TRADE VENDOR,0,638.15
2020-11-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1499441.1
2020-11-01,OVERSEAS SUPPLIERS,OTHER VENDOR,0,57737.96
2020-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,0,23001.78
2020-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,682051.85
2020-12-01,LOCAL SUPPLIERS,OTHER VENDOR,0,13786.26
2020-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,290465.09
2020-12-01,LOCAL SUPPLIERS,TRADE VENDOR,0,23486.31
2020-12-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1687025.31
2020-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,511043.97
2021-01-01,LOCAL SUPPLIERS,OTHER VENDOR,1,754709.6699999999
2021-01-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2397543.89
2021-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,299685.05
2021-02-01,LOCAL SUPPLIERS,OTHER VENDOR,1,257235.85
2021-02-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1430362.94
2021-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,347943.54000000004
2021-03-01,LOCAL SUPPLIERS,OTHER VENDOR,1,546468.7899999999
2021-03-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1962308.45
2021-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,429559.53
2021-04-01,LOCAL SUPPLIERS,OTHER VENDOR,1,275245.7
2021-04-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1764681.53
2021-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,672986.11
2021-05-01,LOCAL SUPPLIERS,OTHER VENDOR,1,283958.45999999996
2021-05-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1507591.68
2021-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,571656.72
2021-06-01,LOCAL SUPPLIERS,OTHER VENDOR,1,449344.45999999996
2021-06-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1380986.15
2021-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,772742.14
2021-07-01,LOCAL SUPPLIERS,OTHER VENDOR,1,282302.02
2021-07-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1879826.64
2021-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1605960.15
2021-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,499335.63
2021-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1687658.62
2021-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,734316.0399999999
2021-09-01,LOCAL SUPPLIERS,OTHER VENDOR,1,285795.75
2021-09-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1677328.07
2021-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,326797.66
2021-10-01,LOCAL SUPPLIERS,OTHER VENDOR,1,310933.0
2021-10-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1708811.81
2021-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,621248.08
2021-11-01,LOCAL SUPPLIERS,OTHER VENDOR,1,323557.96
2021-11-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1542741.04
2021-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,643202.96
2021-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,487500.22
2021-12-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1915294.83
2021-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,698974.99
2022-01-01,LOCAL SUPPLIERS,OTHER VENDOR,1,514807.62
2022-01-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2136662.14
2022-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,718168.81
2022-02-01,LOCAL SUPPLIERS,OTHER VENDOR,1,223885.07
2022-02-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1394003.8900000001
2022-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,581139.36
2022-03-01,LOCAL SUPPLIERS,OTHER VENDOR,1,756131.61
2022-03-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2021405.66
2022-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,673000.87
2022-04-01,LOCAL SUPPLIERS,OTHER VENDOR,1,318027.96
2022-04-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2088186.97
2022-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,711738.13
2022-05-01,LOCAL SUPPLIERS,OTHER VENDOR,1,902819.23
2022-05-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2205096.5300000003
2022-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1162474.77
2022-06-01,LOCAL SUPPLIERS,OTHER VENDOR,1,442019.96
2022-06-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2166769.04
2022-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,795575.65
2022-07-01,LOCAL SUPPLIERS,OTHER VENDOR,1,528602.1
2022-07-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1400435.53
2022-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1294087.32
2022-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,2145658.44
2022-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1843380.82
2022-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,738568.19
2022-09-01,LOCAL SUPPLIERS,OTHER VENDOR,1,408242.11
2022-09-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1583822.1199999999
2022-09-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1641550.84
2022-10-01,LOCAL SUPPLIERS,OTHER VENDOR,1,320315.03
2022-10-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1505329.19
2022-10-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,893817.62
2022-11-01,LOCAL SUPPLIERS,OTHER VENDOR,1,691144.0700000001
2022-11-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1729970.02
2022-11-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,788948.33
2022-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,674237.21
2022-12-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1574017.56
2022-12-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1268494.81
2023-01-01,LOCAL SUPPLIERS,OTHER VENDOR,1,340808.79
2023-01-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1179861.73
2023-01-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1115352.87
2023-02-01,LOCAL SUPPLIERS,OTHER VENDOR,1,354695.78
2023-02-01,LOCAL SUPPLIERS,TRADE VENDOR,1,976357.39
2023-02-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,697775.63
2023-03-01,LOCAL SUPPLIERS,OTHER VENDOR,1,769857.23
2023-03-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1792716.11
2023-03-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,2006840.62
2023-04-01,LOCAL SUPPLIERS,OTHER VENDOR,1,374521.04
2023-04-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2175564.6
2023-04-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1812220.95
2023-05-01,LOCAL SUPPLIERS,OTHER VENDOR,1,865614.49
2023-05-01,LOCAL SUPPLIERS,TRADE VENDOR,1,2048661.86
2023-05-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1584492.31
2023-06-01,LOCAL SUPPLIERS,OTHER VENDOR,1,508065.24
2023-06-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1966498.1
2023-06-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,2056356.8599999999
2023-07-01,LOCAL SUPPLIERS,OTHER VENDOR,1,345298.21
2023-07-01,LOCAL SUPPLIERS,TRADE VENDOR,1,1625518.82
2023-07-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,1619850.05
2023-08-01,LOCAL SUPPLIERS,OTHER VENDOR,1,175961.94999999998
2023-08-01,LOCAL SUPPLIERS,TRADE VENDOR,1,985963.39
2023-08-01,OVERSEAS SUPPLIERS,TRADE VENDOR,1,356276.43
2023-12-01,LOCAL SUPPLIERS,OTHER VENDOR,1,3910.0
